EXECUTING create production order with SAP params: {PLANT=1000, QUANTITY=400, PLANNING_PLANT=1000, BASIC_END_DATE=2019-05-27, ORDER_TYPE=PP01, MATERIAL=000000000050066346}	 | 	(LOG: {required_material={DPC1015,DPC1018}, activity=create production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-05-20 09:01:47, purchase_requisition={}, production_order={990001}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_9580, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_2836, PSTNG_DATE=2019-06-11, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-11 16:10:43, purchase_requisition={}, production_order={990063}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_7571, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70182}, amount_material=0, time=2019-06-11 16:39:36, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_9373, CREAT_DATE=2019-06-11, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={req2}, activity=convert to purchase order, material={}, purchase_order={70191}, amount_material=0, time=2019-06-11 16:41:09, purchase_requisition={300168}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_1027, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_26, PSTNG_DATE=2019-06-11, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-11 16:45:28, purchase_requisition={}, production_order={990061}})
EXECUTING release purchase requisition (2) with SAP params: {NUMBER=SAMPLE_RURREQ_5671, REL_CODE=02}	 | 	(LOG: {required_material={}, activity=release purchase requisition (2), material={}, purchase_order={}, amount_material=0, time=2019-06-11 16:48:14, purchase_requisition={300184}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_5221, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_5266, PSTNG_DATE=2019-06-11, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-11 16:58:08, purchase_requisition={}, production_order={990067}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_5221, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-11}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-11 16:58:08, purchase_requisition={}, production_order={990067}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_9076, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70185}, amount_material=0, time=2019-06-11 17:04:11, purchase_requisition={}, production_order={}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8717, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70183}, amount_material=0, time=2019-06-11 17:07:20, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_7849, ENTRY_QNT=0, PSTNG_DATE=2019-06-11, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1015}, activity=goods receipt for purchase order, material={}, purchase_order={70149}, amount_material=0, time=2019-06-11 17:40:15, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_8911, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_9867, PSTNG_DATE=2019-06-11, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-11 18:20:01, purchase_requisition={}, production_order={990090}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_7886, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70187}, amount_material=0, time=2019-06-11 18:34:54, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_3984, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_6254, PSTNG_DATE=2019-06-11, STGE_LOC=0001, DOC_DATE=2019-06-11}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-11 18:56:51, purchase_requisition={}, production_order={990071}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_3984, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-11}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-11 18:56:51, purchase_requisition={}, production_order={990071}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8758, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70190}, amount_material=0, time=2019-06-11 20:24:05, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_6146, CREAT_DATE=2019-06-11, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70192}, amount_material=0, time=2019-06-11 21:36:32, purchase_requisition={300133}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_9485, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70107}, amount_material=0, time=2019-06-12 09:15:37, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_7886, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70187}, amount_material=0, time=2019-06-12 09:55:55, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_7845, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70181}, amount_material=0, time=2019-06-12 10:01:06, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_5342, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70155}, amount_material=0, time=2019-06-12 10:11:14, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_1042, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req1, RESERV_NO=SAMPLE_RES_1508, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 10:45:51, purchase_requisition={}, production_order={990095}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_8492, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70171}, amount_material=0, time=2019-06-12 11:18:47, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_8911, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_9867, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 11:21:31, purchase_requisition={}, production_order={990090}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_8911, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-12 11:21:31, purchase_requisition={}, production_order={990090}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_8068, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_4731, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 11:38:17, purchase_requisition={}, production_order={990049}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_219, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70180}, amount_material=0, time=2019-06-12 11:45:28, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_6026, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req1, RESERV_NO=SAMPLE_RES_8054, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 11:45:56, purchase_requisition={}, production_order={990051}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_6026, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={other_id}, purchase_order={}, amount_material=400, time=2019-06-12 11:45:56, purchase_requisition={}, production_order={990051}})
EXECUTING release purchase order with SAP params: {PURCHASEORDER=SAMPLE_PURORD_4282, PO_REL_CODE=CE}	 | 	(LOG: {required_material={}, activity=release purchase order, material={}, purchase_order={70184}, amount_material=0, time=2019-06-12 11:52:35, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_5644, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1015}, activity=goods receipt for purchase order, material={}, purchase_order={70153}, amount_material=0, time=2019-06-12 11:58:30, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_8758, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1015}, activity=goods receipt for purchase order, material={}, purchase_order={70190}, amount_material=0, time=2019-06-12 12:07:00, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_1999, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_7615, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 12:27:08, purchase_requisition={}, production_order={990033}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_1999, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-12 12:27:08, purchase_requisition={}, production_order={990033}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_7571, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70182}, amount_material=0, time=2019-06-12 12:38:44, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_9580, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1018, RESERV_NO=SAMPLE_RES_2836, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1018}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 12:48:34, purchase_requisition={}, production_order={990063}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_9580, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-12 12:48:34, purchase_requisition={}, production_order={990063}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_6446, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1015}, activity=goods receipt for purchase order, material={}, purchase_order={70163}, amount_material=0, time=2019-06-12 12:55:23, purchase_requisition={}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_8387, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=req1, RESERV_NO=SAMPLE_RES_1751, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 12:57:12, purchase_requisition={}, production_order={990092}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_8387, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={other_id}, purchase_order={}, amount_material=400, time=2019-06-12 12:57:12, purchase_requisition={}, production_order={990092}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_8938, CREAT_DATE=2019-06-12, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={req2}, activity=convert to purchase order, material={}, purchase_order={70193}, amount_material=0, time=2019-06-12 13:14:17, purchase_requisition={300124}, production_order={}})
EXECUTING goods issue for production order with SAP params: {ORDERID=SAMPLE_PRODORD_1712, PLANT=1000, ENTRY_QNT0=0, MATERIAL0=DPC1015, RESERV_NO=SAMPLE_RES_1903, PSTNG_DATE=2019-06-12, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1015}, activity=goods issue for production order, material={}, purchase_order={}, amount_material=0, time=2019-06-12 14:07:52, purchase_requisition={}, production_order={990077}})
EXECUTING confirm production order with SAP params: {SCRAP=0, ORDERID=SAMPLE_PRODORD_1712, FIN_CONF=X, YIELD=400, POSTG_DATE=2019-06-12}	 | 	(LOG: {required_material={}, activity=confirm production order, material={000000000050066346}, purchase_order={}, amount_material=400, time=2019-06-12 14:07:52, purchase_requisition={}, production_order={990077}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_3125, CREAT_DATE=2019-06-12, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70194}, amount_material=0, time=2019-06-12 14:11:59, purchase_requisition={300197}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_8706, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70146}, amount_material=0, time=2019-06-12 15:19:04, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_4698, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={DPC1018}, activity=goods receipt for purchase order, material={}, purchase_order={70128}, amount_material=0, time=2019-06-12 15:31:40, purchase_requisition={}, production_order={}})
EXECUTING goods receipt for purchase order with SAP params: {PLANT=1000, PO_NUMBER=SAMPLE_PURORD_4362, ENTRY_QNT=0, PSTNG_DATE=2019-06-12, PO_ITEM=10, STGE_LOC=0001, DOC_DATE=2019-06-12}	 | 	(LOG: {required_material={req1}, activity=goods receipt for purchase order, material={}, purchase_order={70122}, amount_material=0, time=2019-06-12 15:48:04, purchase_requisition={}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_3343, CREAT_DATE=2019-06-12, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70195}, amount_material=0, time=2019-06-12 15:48:40, purchase_requisition={300195}, production_order={}})
EXECUTING convert to purchase order with SAP params: {PREQ_NO=SAMPLE_RURREQ_1977, CREAT_DATE=2019-06-12, PURCH_ORG=1000, PUR_GROUP=001, COMP_CODE=1000}	 | 	(LOG: {required_material={DPC1015}, activity=convert to purchase order, material={}, purchase_order={70196}, amount_material=0, time=2019-06-12 15:51:15, purchase_requisition={300193}, production_order={}})
